teacher_condition,block_condition,condition_index,condition_count_index,human_play_reward_1,human_play_reward_2,human_play_reward_3,model_play_reward_1,model_play_reward_2,model_play_reward_3,method,trial
no teacher,play play play,4,0,16.0,21.0,23.0,11.0,17.0,16.0,Thompson-Naive,5efe46699aca1b332ff927bc
no teacher,play play play,4,0,16.0,21.0,23.0,10.0,18.0,18.0,Thompson-Predict,5efe46699aca1b332ff927bc
novice,play watch play,1,1,15.0,21.0,,12.0,15.0,,Thompson-Lesion,632096b5574155e8727c50cc
novice,play watch play,1,1,15.0,21.0,,15.0,13.0,,Thompson-Naive,632096b5574155e8727c50cc
novice,play watch play,1,1,15.0,21.0,,11.0,14.0,,Thompson-Predict,632096b5574155e8727c50cc
no teacher,play play play,3,1,9.0,17.0,18.0,11.0,17.0,16.0,Thompson-Lesion,5b27ef8a7f7816000146499f
no teacher,play play play,3,1,9.0,17.0,18.0,15.0,11.0,16.0,Thompson-Naive,5b27ef8a7f7816000146499f
no teacher,play play play,3,1,9.0,17.0,18.0,14.0,20.0,22.0,Thompson-Predict,5b27ef8a7f7816000146499f
novice,watch play play,0,0,13.0,10.0,,15,17,,Thompson-Lesion,6473bd2d95a488b826bc24c4
novice,watch play play,0,0,13.0,10.0,,17,20,,Thompson-Naive,6473bd2d95a488b826bc24c4
novice,watch play play,0,0,13.0,10.0,,13,17,,Thompson-Predict,6473bd2d95a488b826bc24c4
novice,watch play play,1,1,14.0,8.0,,14,21,,Thompson-Lesion,628524300be4422b915b32a9
novice,watch play play,1,1,14.0,8.0,,12,10,,Thompson-Naive,628524300be4422b915b32a9
novice,watch play play,1,1,14.0,8.0,,19,17,,Thompson-Predict,628524300be4422b915b32a9
expert,watch play play,0,0,8.0,18.0,,17,12,,Thompson-Lesion,63ddc6baab6a2130b8a41bf7
expert,watch play play,0,0,8.0,18.0,,12,15,,Thompson-Naive,63ddc6baab6a2130b8a41bf7
expert,watch play play,0,0,8.0,18.0,,20,19,,Thompson-Predict,63ddc6baab6a2130b8a41bf7
expert,watch play play,0,0,10.0,14.0,,16,15,,Thompson-Lesion,59c3289b8e6ea10001f7b926
expert,watch play play,0,0,10.0,14.0,,17,16,,Thompson-Naive,59c3289b8e6ea10001f7b926
expert,watch play play,0,0,10.0,14.0,,14,16,,Thompson-Predict,59c3289b8e6ea10001f7b926
expert,play watch play,1,1,11.0,18.0,,9.0,18.0,,Thompson-Lesion,627986ad0b4e17430bd23d80
expert,play watch play,1,1,11.0,18.0,,7.0,12.0,,Thompson-Naive,627986ad0b4e17430bd23d80
expert,play watch play,1,1,11.0,18.0,,13.0,20.0,,Thompson-Predict,627986ad0b4e17430bd23d80
novice,play watch play,0,0,9.0,14.0,,8.0,12.0,,Thompson-Lesion,55bc99e3fdf99b06452252f8
novice,play watch play,0,0,9.0,14.0,,11.0,14.0,,Thompson-Naive,55bc99e3fdf99b06452252f8
novice,play watch play,0,0,9.0,14.0,,13.0,20.0,,Thompson-Predict,55bc99e3fdf99b06452252f8
no teacher,play play play,4,1,12.0,11.0,14.0,14.0,13.0,14.0,Thompson-Lesion,5c1b9212bfd9220001a9ada0
no teacher,play play play,4,1,12.0,11.0,14.0,13.0,20.0,21.0,Thompson-Naive,5c1b9212bfd9220001a9ada0
no teacher,play play play,4,1,12.0,11.0,14.0,12.0,14.0,18.0,Thompson-Predict,5c1b9212bfd9220001a9ada0
novice,play watch play,0,0,17.0,13.0,,10.0,13.0,,Thompson-Lesion,61118e9a32395df5867ce217
novice,play watch play,0,0,17.0,13.0,,10.0,16.0,,Thompson-Naive,61118e9a32395df5867ce217
novice,play watch play,0,0,17.0,13.0,,9.0,11.0,,Thompson-Predict,61118e9a32395df5867ce217
no teacher,play play play,4,1,7.0,10.0,21.0,7.0,14.0,19.0,Thompson-Lesion,60fe0460e678d2576844fe5e
no teacher,play play play,4,1,7.0,10.0,21.0,10.0,17.0,21.0,Thompson-Naive,60fe0460e678d2576844fe5e
no teacher,play play play,4,1,7.0,10.0,21.0,9.0,10.0,17.0,Thompson-Predict,60fe0460e678d2576844fe5e
expert,play watch play,1,1,10.0,18.0,,7.0,21.0,,Thompson-Lesion,5b564680ed90280001510d9a
expert,play watch play,1,1,10.0,18.0,,11.0,11.0,,Thompson-Naive,5b564680ed90280001510d9a
expert,play watch play,1,1,10.0,18.0,,11.0,18.0,,Thompson-Predict,5b564680ed90280001510d9a
expert,play watch play,1,1,16.0,14.0,,8.0,17.0,,Thompson-Lesion,5fc29e457497e203c3af6bb9
expert,play watch play,1,1,16.0,14.0,,12.0,19.0,,Thompson-Naive,5fc29e457497e203c3af6bb9
expert,play watch play,1,1,16.0,14.0,,9.0,18.0,,Thompson-Predict,5fc29e457497e203c3af6bb9
expert,play watch play,0,0,15.0,10.0,,15.0,19.0,,Thompson-Lesion,61183a3a63c62d933e60d5bf
expert,play watch play,0,0,15.0,10.0,,14.0,16.0,,Thompson-Naive,61183a3a63c62d933e60d5bf
expert,play watch play,0,0,15.0,10.0,,12.0,16.0,,Thompson-Predict,61183a3a63c62d933e60d5bf
novice,watch play play,1,1,19.0,18.0,,15,9,,Thompson-Lesion,632be0bcdec1f14421c64dc2
novice,watch play play,1,1,19.0,18.0,,21,21,,Thompson-Naive,632be0bcdec1f14421c64dc2
novice,watch play play,1,1,19.0,18.0,,15,11,,Thompson-Predict,632be0bcdec1f14421c64dc2
no teacher,play play play,2,1,15.0,22.0,24.0,12.0,12.0,14.0,Thompson-Lesion,5ac6e74f9534ba0001c756d5
no teacher,play play play,2,1,15.0,22.0,24.0,9.0,8.0,8.0,Thompson-Naive,5ac6e74f9534ba0001c756d5
no teacher,play play play,2,1,15.0,22.0,24.0,9.0,12.0,14.0,Thompson-Predict,5ac6e74f9534ba0001c756d5
no teacher,play play play,1,1,21.0,23.0,20.0,9.0,16.0,16.0,Thompson-Lesion,5dbf704fa3f5cb40876271fc
no teacher,play play play,1,1,21.0,23.0,20.0,14.0,19.0,17.0,Thompson-Naive,5dbf704fa3f5cb40876271fc
no teacher,play play play,1,1,21.0,23.0,20.0,8.0,19.0,14.0,Thompson-Predict,5dbf704fa3f5cb40876271fc
novice,play watch play,0,0,11.0,12.0,,17.0,20.0,,Thompson-Lesion,5ea3694d838a642e5790ec0a
novice,play watch play,0,0,11.0,12.0,,14.0,8.0,,Thompson-Naive,5ea3694d838a642e5790ec0a
novice,play watch play,0,0,11.0,12.0,,15.0,18.0,,Thompson-Predict,5ea3694d838a642e5790ec0a
expert,play watch play,1,1,16.0,21.0,,11.0,17.0,,Thompson-Lesion,5ad0f1934d061300011b0a4d
expert,play watch play,1,1,16.0,21.0,,11.0,13.0,,Thompson-Naive,5ad0f1934d061300011b0a4d
expert,play watch play,1,1,16.0,21.0,,18.0,18.0,,Thompson-Predict,5ad0f1934d061300011b0a4d
no teacher,play play play,2,0,22.0,17.0,11.0,10.0,12.0,16.0,Thompson-Lesion,63ddc6baab6a2130b8a41bf7
no teacher,play play play,2,0,22.0,17.0,11.0,13.0,13.0,22.0,Thompson-Naive,63ddc6baab6a2130b8a41bf7
no teacher,play play play,2,0,22.0,17.0,11.0,10.0,21.0,21.0,Thompson-Predict,63ddc6baab6a2130b8a41bf7
no teacher,play play play,0,0,10.0,14.0,13.0,12.0,22.0,23.0,Thompson-Lesion,654090a7a998974e1e57e76f
no teacher,play play play,0,0,10.0,14.0,13.0,13.0,19.0,19.0,Thompson-Naive,654090a7a998974e1e57e76f
no teacher,play play play,0,0,10.0,14.0,13.0,13.0,14.0,18.0,Thompson-Predict,654090a7a998974e1e57e76f
expert,watch play play,1,1,5.0,15.0,,9,17,,Thompson-Lesion,60c01964b0d8a8858c3fa335
expert,watch play play,1,1,5.0,15.0,,11,19,,Thompson-Naive,60c01964b0d8a8858c3fa335
expert,watch play play,1,1,5.0,15.0,,14,11,,Thompson-Predict,60c01964b0d8a8858c3fa335
expert,play watch play,0,0,10.0,20.0,,16.0,18.0,,Thompson-Lesion,65ae75ddcc163b8e8b23d45b
expert,play watch play,0,0,10.0,20.0,,14.0,18.0,,Thompson-Naive,65ae75ddcc163b8e8b23d45b
expert,play watch play,0,0,10.0,20.0,,9.0,17.0,,Thompson-Predict,65ae75ddcc163b8e8b23d45b
novice,watch play play,1,1,15.0,12.0,,12,15,,Thompson-Lesion,5a4a94fef7b7bc00014e1462
novice,watch play play,1,1,15.0,12.0,,18,20,,Thompson-Naive,5a4a94fef7b7bc00014e1462
novice,watch play play,1,1,15.0,12.0,,12,12,,Thompson-Predict,5a4a94fef7b7bc00014e1462
novice,play watch play,1,1,9.0,18.0,,9.0,14.0,,Thompson-Lesion,60e6edaeed006606fe5d0419
novice,play watch play,1,1,9.0,18.0,,14.0,19.0,,Thompson-Naive,60e6edaeed006606fe5d0419
novice,play watch play,1,1,9.0,18.0,,14.0,16.0,,Thompson-Predict,60e6edaeed006606fe5d0419
novice,play watch play,1,1,11.0,14.0,,9.0,13.0,,Thompson-Lesion,5ab7c19e1667e40001d7cd93
novice,play watch play,1,1,11.0,14.0,,15.0,19.0,,Thompson-Naive,5ab7c19e1667e40001d7cd93
novice,play watch play,1,1,11.0,14.0,,9.0,15.0,,Thompson-Predict,5ab7c19e1667e40001d7cd93
no teacher,play play play,3,0,11.0,19.0,22.0,14.0,11.0,15.0,Thompson-Lesion,611465b0cdf9e7bb34a05898
no teacher,play play play,3,0,11.0,19.0,22.0,16.0,14.0,19.0,Thompson-Naive,611465b0cdf9e7bb34a05898
no teacher,play play play,3,0,11.0,19.0,22.0,11.0,15.0,16.0,Thompson-Predict,611465b0cdf9e7bb34a05898
novice,watch play play,1,1,20.0,19.0,,15,17,,Thompson-Lesion,5ad0f1934d061300011b0a4d
novice,watch play play,1,1,20.0,19.0,,20,17,,Thompson-Naive,5ad0f1934d061300011b0a4d
novice,watch play play,1,1,20.0,19.0,,13,18,,Thompson-Predict,5ad0f1934d061300011b0a4d
expert,play watch play,1,1,20.0,22.0,,12.0,22.0,,Thompson-Lesion,5a348ea750833c0001ee9550
expert,play watch play,1,1,20.0,22.0,,14.0,14.0,,Thompson-Naive,5a348ea750833c0001ee9550
expert,play watch play,1,1,20.0,22.0,,12.0,21.0,,Thompson-Predict,5a348ea750833c0001ee9550
novice,watch play play,1,1,11.0,8.0,,14,12,,Thompson-Lesion,62e6c5d05d354e1f99d612e4
novice,watch play play,1,1,11.0,8.0,,19,17,,Thompson-Naive,62e6c5d05d354e1f99d612e4
novice,watch play play,1,1,11.0,8.0,,15,13,,Thompson-Predict,62e6c5d05d354e1f99d612e4
novice,watch play play,0,0,16.0,18.0,,16,19,,Thompson-Lesion,5b8557d0bb0eb8000105a696
novice,watch play play,0,0,16.0,18.0,,15,16,,Thompson-Naive,5b8557d0bb0eb8000105a696
novice,watch play play,0,0,16.0,18.0,,16,18,,Thompson-Predict,5b8557d0bb0eb8000105a696
expert,watch play play,0,0,19.0,18.0,,19,17,,Thompson-Lesion,63bc7645044a7d5ab6c9cb96
expert,watch play play,0,0,19.0,18.0,,17,22,,Thompson-Naive,63bc7645044a7d5ab6c9cb96
expert,watch play play,0,0,19.0,18.0,,14,20,,Thompson-Predict,63bc7645044a7d5ab6c9cb96
no teacher,play play play,3,0,13.0,13.0,10.0,5.0,12.0,14.0,Thompson-Lesion,60fdd725b2cd02db32f9c718
no teacher,play play play,3,0,13.0,13.0,10.0,13.0,10.0,11.0,Thompson-Naive,60fdd725b2cd02db32f9c718
no teacher,play play play,3,0,13.0,13.0,10.0,14.0,15.0,16.0,Thompson-Predict,60fdd725b2cd02db32f9c718
expert,play watch play,1,1,11.0,8.0,,16.0,19.0,,Thompson-Lesion,59c3289b8e6ea10001f7b926
expert,play watch play,1,1,11.0,8.0,,9.0,18.0,,Thompson-Naive,59c3289b8e6ea10001f7b926
expert,play watch play,1,1,11.0,8.0,,16.0,14.0,,Thompson-Predict,59c3289b8e6ea10001f7b926
expert,play watch play,1,1,7.0,20.0,,11.0,16.0,,Thompson-Lesion,5e147a28de8da6a8f013acf6
expert,play watch play,1,1,7.0,20.0,,11.0,16.0,,Thompson-Naive,5e147a28de8da6a8f013acf6
expert,play watch play,1,1,7.0,20.0,,9.0,13.0,,Thompson-Predict,5e147a28de8da6a8f013acf6
novice,play watch play,0,0,18.0,23.0,,11.0,16.0,,Thompson-Lesion,568e7144e3ef9e000da20149
novice,play watch play,0,0,18.0,23.0,,11.0,18.0,,Thompson-Naive,568e7144e3ef9e000da20149
novice,play watch play,0,0,18.0,23.0,,14.0,16.0,,Thompson-Predict,568e7144e3ef9e000da20149
no teacher,play play play,1,0,10.0,23.0,19.0,18.0,14.0,15.0,Thompson-Lesion,5e1c138a2bf9514062e4de6b
no teacher,play play play,1,0,10.0,23.0,19.0,13.0,15.0,20.0,Thompson-Naive,5e1c138a2bf9514062e4de6b
no teacher,play play play,1,0,10.0,23.0,19.0,14.0,18.0,11.0,Thompson-Predict,5e1c138a2bf9514062e4de6b
expert,watch play play,1,1,19.0,20.0,,16,18,,Thompson-Lesion,5bbafad7736db000016d8600
expert,watch play play,1,1,19.0,20.0,,11,18,,Thompson-Naive,5bbafad7736db000016d8600
expert,watch play play,1,1,19.0,20.0,,21,20,,Thompson-Predict,5bbafad7736db000016d8600
expert,watch play play,0,0,21.0,20.0,,13,17,,Thompson-Lesion,605e6f4f35800996a22ac0ab
expert,watch play play,0,0,21.0,20.0,,12,16,,Thompson-Naive,605e6f4f35800996a22ac0ab
expert,watch play play,0,0,21.0,20.0,,16,19,,Thompson-Predict,605e6f4f35800996a22ac0ab
expert,watch play play,0,0,20.0,22.0,,15,20,,Thompson-Lesion,5de8bc74553cee8280a7dd84
expert,watch play play,0,0,20.0,22.0,,14,10,,Thompson-Naive,5de8bc74553cee8280a7dd84
expert,watch play play,0,0,20.0,22.0,,19,21,,Thompson-Predict,5de8bc74553cee8280a7dd84
novice,play watch play,1,1,8.0,11.0,,15.0,14.0,,Thompson-Lesion,5ae3a41d32ef52000131a531
novice,play watch play,1,1,8.0,11.0,,11.0,14.0,,Thompson-Naive,5ae3a41d32ef52000131a531
novice,play watch play,1,1,8.0,11.0,,12.0,19.0,,Thompson-Predict,5ae3a41d32ef52000131a531
expert,watch play play,0,0,11.0,22.0,,13,13,,Thompson-Lesion,5bfff7c02213be0001c2c7cf
expert,watch play play,0,0,11.0,22.0,,13,13,,Thompson-Naive,5bfff7c02213be0001c2c7cf
expert,watch play play,0,0,11.0,22.0,,13,14,,Thompson-Predict,5bfff7c02213be0001c2c7cf
novice,watch play play,1,1,19.0,18.0,,11,14,,Thompson-Lesion,611465b0cdf9e7bb34a05898
novice,watch play play,1,1,19.0,18.0,,16,19,,Thompson-Naive,611465b0cdf9e7bb34a05898
novice,watch play play,1,1,19.0,18.0,,14,15,,Thompson-Predict,611465b0cdf9e7bb34a05898
no teacher,play play play,1,0,11.0,23.0,17.0,13.0,12.0,14.0,Thompson-Lesion,5ba163d9cc5dd00001672c78
no teacher,play play play,1,0,11.0,23.0,17.0,14.0,18.0,17.0,Thompson-Naive,5ba163d9cc5dd00001672c78
no teacher,play play play,1,0,11.0,23.0,17.0,13.0,16.0,14.0,Thompson-Predict,5ba163d9cc5dd00001672c78
novice,watch play play,1,1,20.0,17.0,,14,11,,Thompson-Lesion,5d2a5458c0898e001ab08f65
novice,watch play play,1,1,20.0,17.0,,18,17,,Thompson-Naive,5d2a5458c0898e001ab08f65
novice,watch play play,1,1,20.0,17.0,,11,17,,Thompson-Predict,5d2a5458c0898e001ab08f65
novice,play watch play,1,1,13.0,17.0,,11.0,15.0,,Thompson-Lesion,63e53f1ad00dc1f9f2c3cc36
novice,play watch play,1,1,13.0,17.0,,12.0,16.0,,Thompson-Naive,63e53f1ad00dc1f9f2c3cc36
novice,play watch play,1,1,13.0,17.0,,9.0,12.0,,Thompson-Predict,63e53f1ad00dc1f9f2c3cc36
novice,watch play play,1,1,15.0,19.0,,8,11,,Thompson-Lesion,631ffc3584141f143567f021
novice,watch play play,1,1,15.0,19.0,,15,12,,Thompson-Naive,631ffc3584141f143567f021
novice,watch play play,1,1,15.0,19.0,,13,11,,Thompson-Predict,631ffc3584141f143567f021
no teacher,play play play,0,1,12.0,12.0,21.0,10.0,11.0,11.0,Thompson-Lesion,632be0bcdec1f14421c64dc2
no teacher,play play play,0,1,12.0,12.0,21.0,13.0,12.0,10.0,Thompson-Naive,632be0bcdec1f14421c64dc2
no teacher,play play play,0,1,12.0,12.0,21.0,15.0,18.0,9.0,Thompson-Predict,632be0bcdec1f14421c64dc2
novice,play watch play,0,0,12.0,23.0,,9.0,16.0,,Thompson-Lesion,614f9a284f135b4da3329968
novice,play watch play,0,0,12.0,23.0,,11.0,19.0,,Thompson-Naive,614f9a284f135b4da3329968
novice,play watch play,0,0,12.0,23.0,,19.0,10.0,,Thompson-Predict,614f9a284f135b4da3329968
expert,play watch play,1,1,8.0,20.0,,16.0,19.0,,Thompson-Lesion,5e0e1b8800a6bf000a694f79
expert,play watch play,1,1,8.0,20.0,,11.0,16.0,,Thompson-Naive,5e0e1b8800a6bf000a694f79
expert,play watch play,1,1,8.0,20.0,,13.0,18.0,,Thompson-Predict,5e0e1b8800a6bf000a694f79
expert,play watch play,1,1,13.0,22.0,,13.0,18.0,,Thompson-Lesion,5f0151a9e5751c2a5313c45e
expert,play watch play,1,1,13.0,22.0,,11.0,18.0,,Thompson-Naive,5f0151a9e5751c2a5313c45e
expert,play watch play,1,1,13.0,22.0,,15.0,18.0,,Thompson-Predict,5f0151a9e5751c2a5313c45e
expert,watch play play,0,0,21.0,22.0,,15,13,,Thompson-Lesion,611f1751f8fd84c3ba826634
expert,watch play play,0,0,21.0,22.0,,17,16,,Thompson-Naive,611f1751f8fd84c3ba826634
expert,watch play play,0,0,21.0,22.0,,19,17,,Thompson-Predict,611f1751f8fd84c3ba826634
novice,watch play play,1,1,22.0,16.0,,8,20,,Thompson-Lesion,6020606d7b0258677b881f63
novice,watch play play,1,1,22.0,16.0,,19,18,,Thompson-Naive,6020606d7b0258677b881f63
novice,watch play play,1,1,22.0,16.0,,9,13,,Thompson-Predict,6020606d7b0258677b881f63
expert,play watch play,1,1,15.0,20.0,,11.0,22.0,,Thompson-Lesion,6473bd2d95a488b826bc24c4
expert,play watch play,1,1,15.0,20.0,,13.0,19.0,,Thompson-Naive,6473bd2d95a488b826bc24c4
expert,play watch play,1,1,15.0,20.0,,12.0,17.0,,Thompson-Predict,6473bd2d95a488b826bc24c4
novice,watch play play,0,0,11.0,22.0,,13,10,,Thompson-Lesion,6165af4b36cb3bae91f2e355
novice,watch play play,0,0,11.0,22.0,,20,17,,Thompson-Naive,6165af4b36cb3bae91f2e355
novice,watch play play,0,0,11.0,22.0,,9,12,,Thompson-Predict,6165af4b36cb3bae91f2e355
expert,watch play play,0,0,11.0,13.0,,12,11,,Thompson-Lesion,58c518d7b101a70001293900
expert,watch play play,0,0,11.0,13.0,,14,11,,Thompson-Naive,58c518d7b101a70001293900
expert,watch play play,0,0,11.0,13.0,,8,12,,Thompson-Predict,58c518d7b101a70001293900
expert,play watch play,1,1,7.0,23.0,,16.0,21.0,,Thompson-Lesion,5f4a68e4d8963d5e469541f1
expert,play watch play,1,1,7.0,23.0,,15.0,13.0,,Thompson-Naive,5f4a68e4d8963d5e469541f1
expert,play watch play,1,1,7.0,23.0,,12.0,21.0,,Thompson-Predict,5f4a68e4d8963d5e469541f1
novice,watch play play,1,1,8.0,16.0,,15,20,,Thompson-Lesion,5ea3694d838a642e5790ec0a
novice,watch play play,1,1,8.0,16.0,,11,12,,Thompson-Naive,5ea3694d838a642e5790ec0a
novice,watch play play,1,1,8.0,16.0,,12,12,,Thompson-Predict,5ea3694d838a642e5790ec0a
no teacher,play play play,0,1,11.0,11.0,19.0,13.0,17.0,15.0,Thompson-Lesion,5e38e79295ff561112eae457
no teacher,play play play,0,1,11.0,11.0,19.0,10.0,11.0,13.0,Thompson-Naive,5e38e79295ff561112eae457
no teacher,play play play,0,1,11.0,11.0,19.0,15.0,13.0,16.0,Thompson-Predict,5e38e79295ff561112eae457
no teacher,play play play,3,1,10.0,13.0,11.0,11.0,15.0,17.0,Thompson-Lesion,6020606d7b0258677b881f63
no teacher,play play play,3,1,10.0,13.0,11.0,10.0,15.0,15.0,Thompson-Naive,6020606d7b0258677b881f63
no teacher,play play play,3,1,10.0,13.0,11.0,8.0,15.0,20.0,Thompson-Predict,6020606d7b0258677b881f63
expert,watch play play,1,1,19.0,13.0,,16,19,,Thompson-Lesion,610790e286844c36e02f906c
expert,watch play play,1,1,19.0,13.0,,11,16,,Thompson-Naive,610790e286844c36e02f906c
expert,watch play play,1,1,19.0,13.0,,11,17,,Thompson-Predict,610790e286844c36e02f906c
novice,watch play play,1,1,19.0,21.0,,10,14,,Thompson-Lesion,5f8486766d8e7b0f17df0206
novice,watch play play,1,1,19.0,21.0,,17,18,,Thompson-Naive,5f8486766d8e7b0f17df0206
novice,watch play play,1,1,19.0,21.0,,9,11,,Thompson-Predict,5f8486766d8e7b0f17df0206
expert,play watch play,0,0,12.0,11.0,,15.0,11.0,,Thompson-Lesion,65a886d80279e6d71af87e7b
expert,play watch play,0,0,12.0,11.0,,7.0,15.0,,Thompson-Naive,65a886d80279e6d71af87e7b
expert,play watch play,0,0,12.0,11.0,,8.0,11.0,,Thompson-Predict,65a886d80279e6d71af87e7b
no teacher,play play play,2,1,17.0,13.0,9.0,8.0,14.0,18.0,Thompson-Lesion,628524300be4422b915b32a9
no teacher,play play play,2,1,17.0,13.0,9.0,9.0,13.0,13.0,Thompson-Naive,628524300be4422b915b32a9
no teacher,play play play,2,1,17.0,13.0,9.0,13.0,15.0,16.0,Thompson-Predict,628524300be4422b915b32a9
no teacher,play play play,2,0,12.0,23.0,20.0,13.0,14.0,14.0,Thompson-Lesion,5781c15381f331000139a89e
no teacher,play play play,2,0,12.0,23.0,20.0,13.0,13.0,16.0,Thompson-Naive,5781c15381f331000139a89e
no teacher,play play play,2,0,12.0,23.0,20.0,16.0,14.0,14.0,Thompson-Predict,5781c15381f331000139a89e
no teacher,play play play,1,1,19.0,22.0,19.0,7.0,7.0,15.0,Thompson-Lesion,60fda82c6d2d7be651a8e4b7
no teacher,play play play,1,1,19.0,22.0,19.0,8.0,14.0,10.0,Thompson-Naive,60fda82c6d2d7be651a8e4b7
no teacher,play play play,1,1,19.0,22.0,19.0,12.0,18.0,22.0,Thompson-Predict,60fda82c6d2d7be651a8e4b7
expert,watch play play,1,1,22.0,22.0,,22,24,,Thompson-Lesion,654b007b971573e60e72d25c
expert,watch play play,1,1,22.0,22.0,,10,16,,Thompson-Naive,654b007b971573e60e72d25c
expert,watch play play,1,1,22.0,22.0,,14,16,,Thompson-Predict,654b007b971573e60e72d25c
no teacher,play play play,0,0,18.0,13.0,14.0,10.0,12.0,12.0,Thompson-Lesion,62c9024c3181d7800e31a759
no teacher,play play play,0,0,18.0,13.0,14.0,10.0,13.0,16.0,Thompson-Naive,62c9024c3181d7800e31a759
no teacher,play play play,0,0,18.0,13.0,14.0,9.0,12.0,12.0,Thompson-Predict,62c9024c3181d7800e31a759
expert,play watch play,0,0,16.0,21.0,,16.0,20.0,,Thompson-Lesion,606575435e519decf2dd36e3
expert,play watch play,0,0,16.0,21.0,,15.0,21.0,,Thompson-Naive,606575435e519decf2dd36e3
expert,play watch play,0,0,16.0,21.0,,8.0,15.0,,Thompson-Predict,606575435e519decf2dd36e3
expert,play watch play,0,0,18.0,20.0,,15.0,17.0,,Thompson-Lesion,65772daa307b28b9a9ec187f
expert,play watch play,0,0,18.0,20.0,,14.0,18.0,,Thompson-Naive,65772daa307b28b9a9ec187f
expert,play watch play,0,0,18.0,20.0,,9.0,18.0,,Thompson-Predict,65772daa307b28b9a9ec187f
novice,watch play play,0,0,21.0,18.0,,13,9,,Thompson-Lesion,5d8d12f6d88e3a00142c9751
novice,watch play play,0,0,21.0,18.0,,11,14,,Thompson-Naive,5d8d12f6d88e3a00142c9751
novice,watch play play,0,0,21.0,18.0,,11,14,,Thompson-Predict,5d8d12f6d88e3a00142c9751
expert,watch play play,0,0,18.0,21.0,,17,16,,Thompson-Lesion,63d7fb6ee49281f6c41d6630
expert,watch play play,0,0,18.0,21.0,,14,14,,Thompson-Naive,63d7fb6ee49281f6c41d6630
expert,watch play play,0,0,18.0,21.0,,19,20,,Thompson-Predict,63d7fb6ee49281f6c41d6630
expert,watch play play,0,0,20.0,22.0,,15,20,,Thompson-Lesion,616d6463aa6ae2ee832b3804
expert,watch play play,0,0,20.0,22.0,,10,19,,Thompson-Naive,616d6463aa6ae2ee832b3804
expert,watch play play,0,0,20.0,22.0,,20,19,,Thompson-Predict,616d6463aa6ae2ee832b3804
no teacher,play play play,0,0,10.0,10.0,12.0,12.0,11.0,12.0,Thompson-Lesion,611f1751f8fd84c3ba826634
no teacher,play play play,0,0,10.0,10.0,12.0,12.0,16.0,19.0,Thompson-Naive,611f1751f8fd84c3ba826634
no teacher,play play play,0,0,10.0,10.0,12.0,15.0,20.0,21.0,Thompson-Predict,611f1751f8fd84c3ba826634
expert,play watch play,0,0,12.0,10.0,,13.0,19.0,,Thompson-Lesion,5efcaaee74e56207d16db007
expert,play watch play,0,0,12.0,10.0,,16.0,15.0,,Thompson-Naive,5efcaaee74e56207d16db007
expert,play watch play,0,0,12.0,10.0,,12.0,20.0,,Thompson-Predict,5efcaaee74e56207d16db007
novice,watch play play,1,1,14.0,13.0,,10,9,,Thompson-Lesion,6473bd2d95a488b826bc24c4
novice,watch play play,1,1,14.0,13.0,,18,24,,Thompson-Naive,6473bd2d95a488b826bc24c4
novice,watch play play,1,1,14.0,13.0,,7,9,,Thompson-Predict,6473bd2d95a488b826bc24c4
novice,play watch play,1,1,9.0,18.0,,15.0,11.0,,Thompson-Lesion,5ba163d9cc5dd00001672c78
novice,play watch play,1,1,9.0,18.0,,13.0,16.0,,Thompson-Naive,5ba163d9cc5dd00001672c78
novice,play watch play,1,1,9.0,18.0,,14.0,15.0,,Thompson-Predict,5ba163d9cc5dd00001672c78
expert,watch play play,0,0,23.0,4.0,,20,19,,Thompson-Lesion,63d864bfc3bc732e26295c9c
expert,watch play play,0,0,23.0,4.0,,17,18,,Thompson-Naive,63d864bfc3bc732e26295c9c
expert,watch play play,0,0,23.0,4.0,,18,20,,Thompson-Predict,63d864bfc3bc732e26295c9c
novice,play watch play,0,0,13.0,16.0,,12.0,15.0,,Thompson-Lesion,60fe09e20ce118843ca6bcd0
novice,play watch play,0,0,13.0,16.0,,18.0,20.0,,Thompson-Naive,60fe09e20ce118843ca6bcd0
novice,play watch play,0,0,13.0,16.0,,13.0,15.0,,Thompson-Predict,60fe09e20ce118843ca6bcd0
no teacher,play play play,4,1,14.0,11.0,17.0,10.0,14.0,12.0,Thompson-Lesion,60fca5dcb45af6ae93ed125f
no teacher,play play play,4,1,14.0,11.0,17.0,14.0,14.0,14.0,Thompson-Naive,60fca5dcb45af6ae93ed125f
no teacher,play play play,4,1,14.0,11.0,17.0,12.0,14.0,12.0,Thompson-Predict,60fca5dcb45af6ae93ed125f
expert,watch play play,1,1,17.0,23.0,,22,20,,Thompson-Lesion,5d8d12f6d88e3a00142c9751
expert,watch play play,1,1,17.0,23.0,,12,15,,Thompson-Naive,5d8d12f6d88e3a00142c9751
expert,watch play play,1,1,17.0,23.0,,23,23,,Thompson-Predict,5d8d12f6d88e3a00142c9751
no teacher,play play play,1,1,20.0,22.0,23.0,12.0,12.0,18.0,Thompson-Lesion,62b1ed31eaaaa61b18c69032
no teacher,play play play,1,1,20.0,22.0,23.0,11.0,18.0,18.0,Thompson-Naive,62b1ed31eaaaa61b18c69032
